20000101
4.585,-2.488
3.423,-2.879
5.572,-1.200
5.284,0.457
6.997,-0.346
10.342,1.275
10.122,1.686
10.410,3.619
11.099,3.852
10.309,3.444
10.306,3.750
8.987,1.906
7.058,-0.855
4.134,-2.707
2.330,-2.351
-0.774,-5.688
-1.515,-8.580
-2.241,-11.083
0.857,-7.520
3.604,-4.605
7.570,-1.323
9.191,2.368
13.675,2.584
11.794,4.920
12.311,6.086
7.593,-0.304
1.352,-0.307
